,City,Country,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Windspeed (mph),Date
356,Mangan,IN,27.5167,88.5333,59.88,55,8,5.59,1667865514
357,Shimoda,JP,34.6667,138.95,63.1,63,0,4.79,1667865515
358,Duartina,BR,-22.4144,-49.4039,72.75,51,1,7.96,1667865515
359,Namatanai,PG,-3.6667,152.4333,84.38,69,86,5.82,1667865265
360,Portland,US,45.5234,-122.6762,43.84,91,100,10.0,1667865512
361,Phan Thiet,VN,10.9333,108.1,76.91,84,100,2.33,1667865516
362,Phalodi,IN,27.1333,72.3667,71.62,37,8,7.65,1667865516
363,Talnakh,RU,69.4865,88.3972,-3.8,100,94,6.49,1667865288
364,Tautira,PF,-17.7333,-149.15,76.35,84,10,12.77,1667865517
365,Walvis Bay,NA,-22.9575,14.5053,60.1,94,45,9.22,1667865284
366,Tshikapa,CD,-6.4167,20.8,69.49,96,99,1.19,1667865517
367,Saint-Ambroise,CA,48.5501,-71.3324,43.11,70,88,19.57,1667865518
368,Hobyo,SO,5.3505,48.5268,79.95,73,15,6.67,1667865518
369,Bundibugyo,UG,0.7414,30.0417,67.62,84,99,3.18,1667865518
370,Sept-Îles,CA,50.2001,-66.3821,44.6,76,100,17.27,1667865519
371,Adrar,MR,20.5022,-10.0711,76.1,16,0,8.28,1667865519
372,Cherskiy,RU,68.75,161.3,-6.34,98,13,3.42,1667865047
373,Araguaína,BR,-7.1911,-48.2072,78.69,71,100,1.41,1667865469
374,Russell,US,32.3502,-85.1999,75.0,65,29,4.34,1667865520
375,Aswān,EG,24.0934,32.907,65.5,34,0,0.0,1667865439
376,Katsuura,JP,35.1333,140.3,61.3,80,14,11.5,1667865520
377,Kuala Terengganu,MY,5.3302,103.1408,75.15,100,20,2.3,1667865521
378,Sfântu Gheorghe,RO,45.8667,25.7833,49.93,84,99,1.7,1667865521
379,Salta,AR,-24.7859,-65.4117,79.39,24,100,6.91,1667865481
380,Bikaner,IN,28.0167,73.3,71.46,38,31,7.9,1667865431
381,Kahului,US,20.8947,-156.47,85.96,72,97,10.0,1667865522
382,Saint Anthony,US,45.0205,-93.218,35.82,66,100,4.61,1667865522
383,Yasnyy,RU,51.0333,59.8742,23.02,97,61,7.78,1667865522
384,Española,US,35.9911,-106.0806,62.24,31,65,6.91,1667865523
385,Lüderitz,NA,-26.6481,15.1594,61.34,88,41,9.42,1667865523
386,Nikolayevka,RU,53.1257,47.2041,30.54,92,92,7.02,1667865524
387,Cayenne,GF,4.9333,-52.3333,77.04,94,0,0.0,1667865524
388,Ellisras,ZA,-23.6649,27.7443,68.72,86,100,13.27,1667865525
389,Bhabhua,IN,25.05,83.6167,64.27,64,46,2.66,1667865525
390,Prince Rupert,CA,54.3161,-130.3201,30.29,33,0,18.41,1667865525
391,Nabire,ID,-3.3667,135.4833,85.1,67,79,1.28,1667865308
392,Launceston,AU,-41.45,147.1667,74.61,47,22,8.05,1667865526
393,Culebra,PR,18.303,-65.301,75.99,83,100,5.01,1667865526
394,Djebeniana,TN,35.035,10.9081,57.0,33,0,8.39,1667865527
395,Pisco,PE,-13.7,-76.2167,64.45,77,0,12.66,1667865306
396,Taltal,CL,-25.4,-70.4833,60.87,79,30,4.65,1667865527
397,Pandan,PH,14.0453,124.1694,82.78,83,100,7.05,1667865527
398,Sovetskiy,RU,61.3614,63.5842,23.14,96,100,4.47,1667865528
399,Raisen,IN,23.3333,77.8,65.61,59,69,4.36,1667865528
400,Chifeng,CN,42.2683,118.9636,35.47,36,36,5.03,1667865528
401,Moyale,KE,3.5167,39.0584,69.39,68,99,6.49,1667865529
402,Dzoraghbyur,AM,40.2041,44.6415,34.7,61,100,3.11,1667865529
403,Martapura,ID,-3.4167,114.85,77.45,86,88,1.9,1667865529
404,Lubyany,RU,56.0378,51.4,29.1,97,98,7.45,1667865530
405,Conceição do Araguaia,BR,-8.2578,-49.2647,74.5,91,100,2.8,1667865530
406,Marsh Harbour,BS,26.5412,-77.0636,79.36,70,3,29.37,1667865530
407,Praia da Vitória,PT,38.7333,-27.0667,61.75,88,75,12.86,1667865338
408,Medicine Hat,CA,50.0501,-110.6683,16.23,87,100,6.91,1667865531
409,Sola,VU,-13.8833,167.55,79.47,94,100,0.0,1667865531
410,Svecha,RU,58.2785,47.5164,31.42,95,99,7.78,1667865532
411,Lavrentiya,RU,65.5833,-171.0,28.74,97,100,22.62,1667865294
412,Östersund,SE,63.1792,14.6357,31.6,100,100,5.01,1667865532
413,Giruá,BR,-28.0283,-54.3497,61.27,65,2,13.58,1667865533
414,Vredendal,ZA,-31.6683,18.5012,56.79,88,1,4.23,1667865533
415,Sonoma,US,38.55,-122.9011,52.84,86,100,5.08,1667865319
416,Havelock,US,34.8791,-76.9013,71.96,84,16,5.44,1667865533
417,Savannah Bight,HN,16.45,-85.85,82.18,72,14,12.91,1667865534
418,La Sarre,CA,48.8002,-79.1996,31.37,74,86,13.85,1667865534
419,Tommot,RU,58.9564,126.2925,4.62,97,96,1.86,1667865534
420,Maniitsoq,GL,65.4167,-52.9,17.01,55,0,6.82,1667865535
421,Kiryat Gat,IL,31.61,34.7642,67.41,10,3,5.86,1667865535
422,Maceió,BR,-9.6658,-35.7353,74.64,94,40,5.75,1667865474
423,Willowmore,ZA,-33.2926,23.4895,60.53,79,71,3.56,1667865536
424,Youhao,CN,47.8667,128.8333,29.55,66,91,3.71,1667865536
425,Wewak,PG,-3.5534,143.6268,76.41,87,100,8.68,1667865536
426,Atasū,KZ,48.6814,71.6433,27.52,67,100,4.54,1667865537
427,Bossangoa,CF,6.4926,17.4552,72.36,62,85,2.68,1667865537
428,Alofi,NU,-19.0595,-169.9187,80.49,61,40,12.66,1667865537
429,Ahipara,NZ,-35.1667,173.1667,60.94,89,88,13.13,1667865538
430,Putina,PE,-15.4667,-69.4333,45.66,65,6,10.54,1667865538
431,Artyom,AZ,40.4723,50.333,51.94,63,87,15.32,1667865538
432,Kharan,PK,28.5833,65.4167,65.3,51,17,2.95,1667865539
433,San Cristobal,VE,7.7669,-72.225,73.58,97,95,2.53,1667865262
434,Kerema,PG,-7.9631,145.7785,84.09,68,100,4.25,1667865539
435,Rizal,PH,15.7118,121.1061,78.49,85,93,5.01,1667865539
436,Togur,RU,58.3631,82.8265,21.04,98,100,2.51,1667865540
437,Gouré,NE,13.9835,10.2704,74.01,17,3,8.01,1667865540
438,Greytown,ZA,-29.0642,30.5928,62.65,91,98,1.68,1667865540
439,Kīhei,US,20.785,-156.4656,85.96,79,94,1.92,1667865541
440,Ko Samui,TH,9.5357,99.9357,76.91,94,40,5.75,1667865311
441,Iquique,CL,-20.2208,-70.1431,62.64,70,13,0.78,1667865541
442,Korla,CN,41.7597,86.1469,45.36,41,93,2.89,1667865542
443,Kysyl-Syr,RU,63.8986,122.7617,-24.02,100,27,3.42,1667865542
444,Ndélé,CF,8.4109,20.6473,72.88,75,99,3.62,1667865542
445,Kovdor,RU,67.5662,30.4758,22.96,96,60,1.14,1667865543
446,Sangar,RU,63.9242,127.4739,-11.07,95,100,3.4,1667865543
447,Palmer,US,42.1584,-72.3287,59.65,38,2,12.1,1667865393
448,Tungor,RU,53.3808,142.9564,24.4,59,65,15.5,1667865544
449,Daru,PG,-9.0763,143.2092,81.48,82,100,5.66,1667865544
450,Galesong,ID,-5.3166,119.3661,77.02,77,96,7.58,1667865343
451,Agulu,NG,6.11,7.0724,74.89,69,75,1.12,1667865544
452,Mahajanga,MG,-15.7167,46.3167,77.02,88,40,3.44,1667865545
453,Vanderhoof,CA,54.0166,-124.0198,6.48,70,100,12.01,1667865545
454,Verāval,IN,20.9,70.3667,75.99,61,18,10.47,1667865545
455,Assiut,EG,27.181,31.1837,60.98,50,87,6.17,1667865546
456,Vila Velha,BR,-20.3297,-40.2925,75.15,78,75,4.61,1667865546
457,El Alto,PE,-4.2714,-81.2147,64.06,87,21,14.47,1667865547
458,Iquitos,PE,-3.7481,-73.2472,86.04,62,0,2.3,1667865547
459,Ust'-Kut,RU,56.7938,105.7672,21.54,88,96,10.49,1667865547
460,Aquitania,CO,5.5197,-72.8875,48.74,96,96,2.08,1667865548
461,Hwange,ZW,-18.3693,26.5019,72.63,71,97,1.23,1667865548
462,Dārāb,IR,28.7519,54.5444,61.12,60,93,0.74,1667865548
463,Qandala,SO,11.472,49.8728,79.14,75,1,4.36,1667865549
464,Dogondoutchi,NE,13.6393,4.0287,77.7,17,19,7.99,1667865549
465,Caraballeda,VE,10.6112,-66.8522,80.28,86,87,4.25,1667865549
466,Nanortalik,GL,60.1432,-45.2371,28.08,88,100,2.68,1667865290
467,Hatillo,PR,18.4863,-66.8254,81.1,89,40,3.0,1667865550
468,Mugur-Aksy,RU,50.35,90.5,19.96,85,66,5.95,1667865550
469,Örnsköldsvik,SE,63.2909,18.7153,31.15,100,100,5.75,1667865551
470,Kotel,BG,42.8833,26.45,38.75,84,50,2.3,1667865551
471,Estelle,US,29.8458,-90.1067,80.01,78,14,7.43,1667865551
472,Goderich,CA,43.7501,-81.7165,47.91,53,6,13.8,1667865295
473,Zenzeli,RU,45.9241,47.0474,37.96,72,39,8.59,1667865552
474,Fairbanks,US,64.8378,-147.7164,20.82,74,100,2.64,1667865302
475,Chul'man,RU,56.8479,124.9104,1.78,98,99,2.93,1667865552
476,Ust'ye,RU,59.6304,39.736,34.36,93,100,8.48,1667865553
477,Erkner,DE,52.4167,13.75,54.07,83,0,11.5,1667865553
478,Mirzāpur,IN,25.15,82.5833,65.93,64,38,4.0,1667865554
479,Geraldton,AU,-28.7667,114.6,66.61,77,75,14.97,1667865554
480,Hope,US,33.6671,-93.5916,69.08,95,83,8.12,1667865554
481,Cabras,IT,39.93,8.5314,58.8,85,17,6.24,1667865555
482,Yining,CN,29.0361,114.5636,60.64,67,2,0.69,1667865555
483,Waipawa,NZ,-41.4122,175.5153,61.39,60,4,6.71,1667865555
484,Helena,US,46.5927,-112.0361,14.32,77,100,4.0,1667865485
485,Novorzhev,RU,57.0294,29.3338,44.19,89,100,8.63,1667865556
486,Buraidah,SA,26.326,43.975,66.65,55,0,6.46,1667865556
487,Mitsamiouli,KM,-11.3847,43.2844,77.27,82,1,13.91,1667865557
488,Kindu,CD,-2.95,25.95,70.61,89,100,1.07,1667865557
489,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,69,75,6.71,1667865557
490,Arman',RU,59.7,150.1667,19.02,89,99,19.6,1667865558
491,Norman Wells,CA,65.282,-126.8329,5.04,78,20,9.22,1667865558
492,Marsabit,KE,2.3284,37.9899,66.78,73,90,15.52,1667865558
493,Tazovsky,RU,67.4667,78.7,16.47,96,100,6.96,1667865559
494,Margate,GB,51.3813,1.3862,59.9,76,100,10.0,1667865560
495,Faya,SA,18.3851,42.4509,57.31,86,12,3.38,1667865560
496,La Ronge,CA,55.1001,-105.2842,10.65,79,75,10.36,1667865560
497,São Miguel do Araguaia,BR,-13.275,-50.1628,79.07,60,98,4.5,1667865561
498,Acajutla,SV,13.5928,-89.8275,80.19,78,35,1.12,1667865561
499,Terrace,CA,54.5163,-128.6035,21.11,32,75,13.8,1667865562
500,Victoria Point,AU,-27.5833,153.3,77.68,62,57,7.0,1667865562
501,Bambous Virieux,MU,-20.3428,57.7575,71.85,83,20,3.44,1667865361
502,Fürstenwalde,DE,52.3667,14.0667,52.92,85,91,8.21,1667865562
503,Tabuk,PH,17.4189,121.4443,76.06,89,80,0.74,1667865563
504,Mayumba,GA,-3.432,10.6554,77.07,90,67,5.99,1667865563
505,Mogadishu,SO,2.0371,45.3438,77.83,81,50,7.76,1667865564
506,Kirakira,SB,-10.4544,161.9205,84.42,75,72,8.88,1667865564
507,Ginir,ET,7.1333,40.7,55.24,83,26,4.79,1667865565
508,Oriximiná,BR,-1.7656,-55.8661,74.79,93,98,1.81,1667865565
509,San Rafael,AR,-34.6177,-68.3301,78.15,25,31,12.93,1667865565
510,Cherat Cantonement,PK,33.8233,71.8915,48.13,64,31,3.29,1667865566
511,Coffs Harbour,AU,-30.3,153.1333,69.13,77,100,5.75,1667865566
512,Nosy Varika,MG,-20.5833,48.5333,69.21,88,80,5.93,1667865566
513,Razdolinsk,RU,58.4211,94.6658,15.31,98,99,3.71,1667865567
514,Port Hedland,AU,-20.3167,118.5667,75.25,46,10,16.11,1667865567
515,Gijang,KR,35.2442,129.2139,46.13,39,0,3.31,1667865293
516,Cardston,CA,49.2,-113.3019,3.49,85,100,10.36,1667865567
517,Guisa,CU,20.255,-76.5386,70.12,93,19,2.04,1667865568
518,Alta Floresta,BR,-9.8756,-56.0861,80.01,47,50,1.19,1667865568
519,Mossamedes,AO,-15.1961,12.1522,68.27,76,2,7.31,1667865568
520,Province of Mantua,IT,45.1667,10.7833,47.44,66,13,3.0,1667865569
521,Verkhoyansk,RU,67.5447,133.385,-2.07,99,100,2.39,1667865569
522,Halachó,MX,20.4833,-90.0833,80.37,65,45,6.22,1667865570
523,Auki,SB,-8.7676,160.7034,82.17,79,79,7.05,1667865570
524,Harper,LR,4.375,-7.7169,78.71,83,94,6.62,1667865571
525,Sosnovo-Ozerskoye,RU,52.5249,111.5418,22.26,79,100,7.31,1667865571
526,Santo Tomas,PH,14.1079,121.1414,79.56,81,88,7.07,1667865571
527,Talgar,KZ,43.3027,77.2395,39.36,100,100,4.47,1667865572
528,Warrnambool,AU,-38.3833,142.4833,69.51,72,3,5.88,1667865572
529,Fertőszentmiklós,HU,47.59,16.8752,46.08,83,50,7.94,1667865572
530,Bukachacha,RU,52.9833,116.9167,18.25,93,86,2.26,1667865573
531,Yurginskoye,RU,56.8189,67.3921,25.7,94,100,5.12,1667865573
532,Niono,ML,14.2526,-5.993,78.17,18,21,9.01,1667865573
533,Kaduqli,SD,11.0167,29.7167,74.98,28,71,4.27,1667865574
534,Wasilla,US,61.5814,-149.4394,24.4,60,100,1.01,1667865574
535,Óbidos,BR,-1.9175,-55.5181,75.34,93,100,1.99,1667865297
536,Springbok,ZA,-29.6643,17.8865,59.74,59,12,0.78,1667865575
537,Asău,RO,46.4333,26.4,42.28,82,93,3.47,1667865575
538,Koungou,YT,-12.7336,45.2042,78.51,78,75,11.5,1667865575
539,Honningsvåg,NO,70.9821,25.9704,40.75,75,100,5.75,1667865576
540,Olhão,PT,37.0286,-7.8411,66.09,94,20,1.14,1667865576
541,Kroya,ID,-7.6331,109.2461,77.52,85,95,1.12,1667865576
542,Padang,ID,-0.9492,100.3543,75.25,84,100,2.62,1667865577
543,Voyvozh,RU,62.892,54.9635,26.92,97,100,8.1,1667865577
544,Acapulco de Juárez,MX,16.8634,-99.8901,80.96,86,86,6.82,1667865282
545,Gikongoro,RW,-2.464,29.5739,56.77,90,97,4.72,1667865577
546,La Roche-sur-Yon,FR,46.6667,-1.4333,52.07,93,0,9.22,1667865578
547,Leipzig,DE,51.342,12.375,52.65,85,0,10.36,1667865578
548,Rawlins,US,41.7911,-107.2387,44.76,54,0,16.24,1667865579
549,Bahía Blanca,AR,-38.7196,-62.2724,74.21,31,2,13.91,1667865481
550,Rock Sound,BS,24.9,-76.2,80.29,72,1,27.78,1667865579
551,Vestmannaeyjar,IS,63.4427,-20.2734,42.04,86,100,15.37,1667865579
552,Vao,NC,-22.6667,167.4833,74.46,85,85,17.36,1667865580
553,Verkhnevilyuysk,RU,63.4453,120.3167,-8.77,95,42,3.58,1667865580
554,Strezhevoy,RU,60.7333,77.5889,24.04,93,100,6.76,1667865580
555,Playas,EC,-2.6333,-80.3833,68.38,82,52,12.1,1667865581
556,Bairiki Village,KI,1.3292,172.9752,84.2,65,20,2.3,1667865581
557,Santiago del Estero,AR,-27.7951,-64.2615,82.92,23,99,17.78,1667865582
558,Antalaha,MG,-14.9003,50.2788,70.7,78,68,5.28,1667865582
559,Vicuña,CL,-30.0319,-70.7081,74.77,55,99,0.67,1667865582
560,Aldan,RU,58.6031,125.3894,12.6,93,100,5.3,1667865583
561,Tandahimba,TZ,-10.75,39.6333,68.9,95,75,4.07,1667865583
562,Lumphat,KH,13.4878,106.9816,71.82,92,60,3.51,1667865395
